Age,Age_bacon,Age_clam20,Que.il-t,Que.su-t,Que.pu-t,Ole,Pin,Abi,Acc,Ace,Aln,Bet,Cpn.be,Cas.sa,Cel,Cti,Cit,Cupeae,Euc,Fag,Fic.ca,Fra,Fra.or,Jug,Mor,Ost,Pic,Pla,Pop,Pru-t,Sor,Sty,Tax,Til,Ulm,Vtx,Arc.ox,Bux,Abt,Cis,Pfl,Pis,Cpx,Crn.sa,Cor,Eph,Gei-t,Hde.he,Hpp,Jun-t,Lav-t,Myt,Ros,Rbs,Slx,Sam,Smi,Tam,Thyeae,Vit,Erc.ar-t,Poaeae,Ach-t,All,Apieae,Aum-t,Art-t,Apg,Asd.al-t,Asteae.Ci,Ast-t,Asg-t,Bor,Braeae,Cam-t,Can.sa,Cdu-t,Crl-t,Crh,Cryeae,Ctu,Ctr,Crs-t,Cen.cy,Cer.so,Cer-t,Cpy.hi-t,Che-t,Cch,Cgo,Cyd,Con-t,Ccu,Cus,Cyc,Cgl-t,Dau.ca,Ecm,Ery,Eup,Epr,Fabeae,Flc.vu,Flg-t,Fum,Gal,Geneae,Ger,Glm,Hli,Hern,Hum,Hyp,Kna,Lameae,Lav,Lileae-t,Lnr,Lin,Lin.ca-t,Lis-t,Lot,Lyg,Lys.vu-t,Mlv,Mth,Mnt-t,Mrc.an,Odo-t,Orl,Orn-t,Orp,Pap,Pyc-t,Peu-t,Phm,Pmp.ma-t,Pln.co,Pln.la,Pln.ma,Pln.mr,Pol,Pri,Ptl-t,Rad.li,Ran.ac-t,Res,Roseae,Rubeae,Rum.as-t,Rum.al,Sal-t,San.mi-t,Sax.rt,Scu-t,Sca,Sll-t,Screae,Sed,Sen,Sil.di-t,Sil.vu-t,Sin-t,Sol.du,Sol.ni-t,Spu-t,Sta-t,Teu,Tha,Thg.cy,Trf.pr-t,Trf.re-t,Urt.cf.di,Urt.pi-t,Val,Vlr,Vrb,Vro-t,Vic-t,char,infl,Influx_bacon,Influx_bacon_z,Influx_clam20,Influx_clam20z
4837,4869,4779,8.6,1.8,2.9,0,4.5,0,0,0,2.3,0.2,0,0,0,0.2,0,1,0,0,0,0.4,0.2,0,0,0.4,0,0,0.4,0,0,0,0,0,2.2,0,0,0,0.2,2.3,0,7.6,0.4,0,1.4,0.6,1.4,0,0,7.2,0,0,0,0.6,0,0,0,1.6,0,0,15.9,12.1,0.2,0.2,0,0.2,0.4,0,0.4,1.2,1.2,0,0,2.3,0,0,0,0,0,0.2,0,0,0,0,0,1.8,0,0.4,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,1,0,0,0,0,0,0,0,0,0,0,1.4,0,0.2,0,0,0,0,0.4,0,0,0,0,1.2,0.4,0,0,0,0,0,0,0,0.6,0,0,1.8,0,0,0,0,0,0,3.5,0,0,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.4,0.2,0,0,2.5,0,0,0,0,0.6,0,43750.5,3291,15968.93617,-0.714872901,15054.88932,-0.791622876
4978,5006,4930,16.9,1.6,3.6,0.4,1.6,0,0,0,2.6,0.6,0.2,0,0,0,0,0,0,0.8,0,0.8,0.2,0,0,0.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.6,0.8,23.6,1.4,0.2,1.8,0,0,0,0,2.2,0,0,0,0,0.2,0,0,1.4,0,0,19.4,6,0.2,0,0,0,0.6,0,0,1.4,0.2,0,0,1.2,0,0,0.4,0,0,0,0,0,0,0,0,0.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,1,0,0,0,0,0.6,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.6,0,0,0,0,0.4,0.2,0,0,0.2,0,0,95459.4,7180.6,37008.87574,-0.055392411,31507.22885,-0.460649238
5049,5072,5006,16.3,0.8,6.8,5.7,0.6,0,0,0,1.9,0.2,0.2,0,0,0,0,0,0,0.4,0,0.4,0.2,0,0,0.2,0,0,0,0,0,0,0.4,0,0.2,0,0,0,0,0,2.7,21.9,0,0,1.9,0,0.2,0,0,0.4,0,0,0,0,0.6,0,0,1.9,0,0,22.6,5.3,0.4,0,0,0,1,0,0.2,1,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0.2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,31288.1,2353.5,17632.92445,-0.662716487,16040.34712,-0.771798306
5120,5139,5083,14.8,1.5,2.6,0.9,2.2,0,0,0,1.6,0.4,0,0,0,0,0,0,0,1.6,0,1.1,0.5,0,0,1.1,0,0,0.7,0.5,0,0.4,0,0.2,0,0,0,0,0,1.5,0.5,18.4,0.2,0,2.2,0,0.2,0,0,2,0,0,0.5,1.1,0.2,0,0,1.8,0,0,20.4,4.2,0,0.4,0,0.2,1.3,0,0,0,0.4,0,0,1.5,0,0,0.2,0,0,0,0,0,0,0,0,0.4,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0.4,0,0,0,0.7,0,0,0,0.9,0.7,0,0,0,0,0,0,0,0,0,0,0,1.3,0.2,0,0,0,0,0,0.5,0,0,0.2,0.7,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.9,0,0,0,0,0.7,0,0,0,0,0.4,0,47045.2,3538.8,18414.81707,-0.638208672,16675.77225,-0.759015385
5191,5209,5161,17.8,1,6.7,1.7,3.3,0,0,0,2.5,1,0,0,0,0,0,0,0,1,0,0.4,0.2,0,0,0.6,0,0,0,0,0,0,0.4,0.2,0.8,0,0,0,0,1.3,1.9,19.9,0,0,1.5,0.6,0,0,0,1,0,0,0.2,0.2,0.8,0,0,2.5,0.4,0,17.6,7.1,0.2,0,0.2,0,0.4,0,0,0.8,0.6,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0.6,0,0.8,0,0,0,0,0,0,0,0.2,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,54872.9,4127.6,33050.08504,-0.179477617,27773.18071,-0.535767521
5403,5415,5391,11,1,3.3,1.3,1.5,0.2,0,0,3.1,0.4,0,0,0,0,0,0,0,0.2,0,0.6,0,0,0,0.8,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,1,22.5,1.2,0,2.3,0,0,0,0,5.6,0,0,0,0,0,0,0,2.1,0,0.2,16.9,6.9,0.6,0,0,0,1.3,0,0,7.3,0,0,0,1.3,0,0,0.4,0,0,0,0,0,0,0,0,0.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,1,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0.6,0,0,0,0,0,0,153355.5,11535.6,53163.25,0.450953846,52532.85573,-0.037674244
5480,5492,5467,6.6,3.3,5.2,0.7,1.7,0.6,0,0,1.8,0,0.2,0,0,0,0,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0,0,0,0,0.7,2.4,22.1,0,0,1.1,0.6,0,0,0,0.6,0.2,0,0,0,0.2,0,0,1.8,0.2,0,20.5,13.5,0,0,0.2,0,0.6,0,0,1.3,0.9,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0.4,1.5,0,0,0,0,0,0,0,0,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,1.3,0.4,1.1,0,0,0,0,0.2,0,0.2,0.6,0,3.3,0,0,0,0,0,0,0,0.6,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64554.3,3386.6,30871.91033,-0.247750804,34733.45305,-0.395746909
5562,5576,5543,3.4,2.4,2.4,1.2,2,0,0,0,1.8,0.2,0,0,0,0,0,0.4,0,0,0,1.4,0.2,0,0,0.4,0,0,0.4,0.2,0,0.4,0,0,1,0,0,0,0,0.4,0,13.5,1,0,1.4,0,0.2,0,0,4.4,0,0,0.4,0.8,0,0.2,0,1.6,0,0,16.3,18.9,0.4,0,0.2,0,1.2,0,0,0.6,0.6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0.8,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0.6,0,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0.4,0,0.2,1.2,0,0,0,0,0,0,2,0,0,0.2,2,0.6,0.4,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.8,0.4,0.2,0,0,0,1.6,0.2,0,0,0,0.2,0,65724.7,3448,19446.76471,-0.605863079,21850.29742,-0.654918857
5758,5776,5725,2.2,0.3,5.4,0.5,1.2,0,0,0,1,0.2,0.2,0,0,0,0,0,0,0.2,0,0.7,0,0,0,0.3,0,0,0.2,0,0,0,1.4,0,0.2,0,0,0.2,0,0.2,1.2,37,0,0,2.9,0,0,0,0,1,0,0,0,0,1.9,0,0,4.5,0,0,14.5,14.7,0,0,0.9,0,0.5,0,0,0.5,0.2,0,0,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.7,0,0.2,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.3,0.2,0.7,0,0,0,0,0.2,0,0,0,0.2,1.9,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21693.9,1138.1,11063.79573,-0.868620701,12189.53515,-0.849265541
5889,5908,5850,4.2,0.8,4.8,0.2,1,0,0,0,1,0.6,0,0,0,0,0,0,0,0,0,1.4,0,0,0,1.8,0,0,0.2,0.6,0,0,0,0,0.6,0,0,0,0,0.4,0.6,16.6,0.8,0,2.8,0,0,0,0,0.6,0,0.2,0,0,0.2,0,0.8,1.8,0,0.2,27,10.6,0,0,0,0,1,0,0,1,0.8,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8,0,0,0,4.4,2.4,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,1.4,0.2,0,0,0,0,0,0,0,0,0.8,0,0,48815.6,2560.9,15254.87805,-0.737254496,15428.44809,-0.784107951
5971,5988,5930,3.6,1.1,5.9,1.1,1.7,0.2,0,0,1.7,0.8,0.3,0.2,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.2,0,0.3,0,0.3,0,0,0,0,1.6,1.7,14.1,0,0,3.4,0.2,0,0,0,1.7,0,0,0,0,0.2,0,0,2.7,0,0,23.8,8.6,0,0,0.8,0.2,0.8,0.2,0.5,4.4,1.6,0,0,0.8,0,0,0.2,0,0,0,0,0,0.2,0,0,0.8,0,1.1,0,0,0,0,0,0,0,0,0.6,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0.6,0.2,0.5,0,0,0,0,0.2,0,0,0.2,0.2,9.2,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,51034.2,2677.3,28819.06023,-0.312095788,30373.46707,-0.483457257
6053,6072,6011,5.4,2.3,1.8,0,0.8,0,0,0.2,1,0.8,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0,0,0.2,0.5,0,0,0,0,0.2,0,0,0,0,0.7,0.3,22.3,0,0,2.7,0.2,0.3,0,0,0.8,0,0,0,0,0,0,0,2.5,0,0.2,28.1,7.7,0.2,0,0,0.3,1,0,0,3.7,0.8,0,0,0.3,0.2,0,0.3,0,0,0,0,0,0,0,0,0.2,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0.8,0,0,0,0.2,0,0,0,0.3,0,0,0,0,0,0.5,0,0.2,1.2,0,0.2,0,0,0,0,0.3,0,0,0.3,1.8,3.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.3,0,0,0,0,0,0,0,0,0,0,0,142481.1,7474.8,50036,0.352932635,51521.01757,-0.058029511
6135,6155,6095,4.6,0.4,4.8,0.9,2.1,0,0,0.2,1.8,0.2,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0.4,0,0,0,0,0,0,0.4,0,0.5,0,0,0,0,0.4,1.2,20,0,0,2.3,0.4,0,0,0,0.5,0,0,0,0,1.2,0,0,3.2,0,0,20.7,12.3,0.2,0,0.5,0,0.5,0.2,0.4,3,0.9,0,0,0.7,0,0,0.2,0.5,0,0,0,0,0,0,0,0.2,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0.4,0,0,0,0,0,0.2,0,0,0,0,0,0,1.1,0.2,0.7,0,0,0,0,0.2,0,0,0.2,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,110263.1,5784.6,54579.80265,0.495354584,54740.80501,0.00674333
6216,6240,6180,4.7,1.6,2.3,0,0.6,0,0,0,0.6,0.6,0.4,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0.2,0.6,0,0,0,0,0,0.2,0,0,0,1.2,0.4,5.8,0.2,0,1.4,0,0,0,0,0.6,0,0,0,0,0.2,0,0,1.2,0,0.6,57.4,6,0,0,0,0,0,0,0,3.3,0.2,0,0,1.2,0,0,0.4,0,0,0,0,0,0,0,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0.2,0,0,0,1.4,0,0,0,0.6,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,189046.2,9917.7,57422.78017,0.584465496,52651.25976,-0.035292297
6298,6322,6269,1.5,0.4,4.4,0.6,1.3,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0.2,0,0.6,0,0,0,0.4,0,0,0,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0.4,2.5,32.8,0,0,1.3,0,0,0,0.2,1.3,0,0,0,0.2,1.1,0,0,5.9,0.4,0,18.9,12.2,0.2,0,0.4,0,0.8,0,0,0.8,0.6,0.2,0,0,0,0,0.2,0.2,0,0,0.2,0,0,0,0,0.2,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.4,0,0,0.2,0,0,0.2,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,84707.9,4443.9,37800.58178,-0.030577003,33600.51714,-0.418538313
6380,6404,6360,1.4,1.6,3,0.2,1.6,0,0,0,1.4,0,0,0,0,0,0,0.2,0,0,0,0.8,0,0,0,0.8,0,0,0.6,0.2,0.2,0.2,0,0,0.8,0,0,0,0.4,0.4,0.8,26.8,0,0,1.4,0,0.2,0,0,1.2,0,0,0,1,0.4,0,0,1.2,0,0.2,15.7,9.1,0,0,0,0,1.6,0,0,0.6,0.4,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,3.4,0,1.6,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2,0,0,0,0.2,0.4,0.2,0,0.2,0,0,0,0,0,0.4,0,0,1.6,0,0,0,0,0,0,2.6,0,0,0.2,6.3,2.6,0,0.2,0,0,0,0.2,0.2,0.2,0,0,0,0.4,0,0,0,0.6,0.2,0,0,0,0.2,1.4,0.2,0,0,0,0,0,45942.4,2410.2,14471.8484,-0.761797949,12435.53032,-0.844316827
6568,6586,6556,4,1.8,2,0.6,0.4,0,0,0,0.8,0.4,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0.4,0,0,0,0.8,0,0,0,0.2,0.4,0,0,0,0,0.8,0.4,20.9,0,0,2.4,0,0,0,0,1.6,0,0,0,0,0.4,0,0,3.2,0,0.4,33.6,9.9,0,0.2,0,0.2,0.4,0,0.2,1.4,1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.4,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.6,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0.6,0,0,0,0.2,1.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.2,0.4,0,0,0,0.2,0,0.2,0,0,0,0,126830.8,7460.6,28998.13636,-0.306482787,28303.41615,-0.525100713
6814,6806,6807,4.4,0.6,3.2,0.6,2.5,0,0,0.2,0,0.6,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0.2,0.6,0,0,0,0,0.6,0,0,0,0,1.5,0,12,0,0,1.1,0.2,0.2,0,0,1.5,0,0,0,0,0,0,0,0.4,0,0,31,9.1,0,0,0,0,0.2,0,0,11.2,0.2,0,0,1.1,0,0,0,0,0.4,0,0,0,0,0,0,1.7,0,2.9,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,1.1,0,0,0,1,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.8,0,0,0,0,0,0,0,0,0,0,0,97472.7,5733.7,23260.53719,-0.486323356,18876.12756,-0.71475058
7182,7139,7199,0.4,0.2,1.1,0,0.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.4,0,0,0,0,0,0.4,0,0,0,0,3.2,0.2,6.5,0.2,0,0.6,0,0,0.2,0,0,0,0,0,0.4,0,0,0,2.6,0,0,46.3,7.6,0,0,0,0.4,0.4,0,0.2,11.8,1.1,0,0,0.6,0,0,0.6,0,0,0.4,0,0,0,0,0,1.3,0,3,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.4,0.2,3.2,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.2,0,0.4,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0.9,0,0,0,0,0,0,0.2,0,0,0,1.5,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515767,30339.2,125659.5955,2.723295232,122649.1171,1.372862784
7343,7281,7338,1.8,0,4.1,0.2,1.6,0.2,0,0,0.4,0.2,0,0,0,0,0,0,0,0.2,0,0.7,0,0,0,0.2,0,0,0,0,0,0,0.5,0.2,0.9,0,0,0,0,0.4,0.9,18.5,0,0,1.6,0,0,0,0,0.5,0,0,0,0.2,0.7,0,0,2.3,0,0,9.5,24.6,0,0.2,0.4,0,0.4,0,0,9.5,2.5,0.2,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0.5,0.4,5.2,0,0,0,0,0,0,0.2,0,0.5,0.2,0,0.2,0,0,0,0.4,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,1.8,0,0.4,0,0,0,0,1.8,0,0,0.2,0.4,2.7,0,0,0,0.2,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204554.3,13821.2,106814.8308,2.132620786,99189.62812,0.900925501
7452,7405,7471,3.7,2,1.8,0.2,2.6,0,0,0,0.8,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0.8,0,0,0,0,1.2,0.6,8.7,0,0,2.2,0.4,0.4,0,0,3.3,0,0,0,0.6,0.2,0,0,0.8,0,0,25.8,15,0,0.2,0,0,1,0,0,6.9,1.6,0,0,1.2,0,0,0.2,0,0,0.6,0,0,0,0,0,4.5,0,1.8,0,0,0,0,0.6,0,0,0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0,0,0,0,0,1.2,0,0,1.4,0,0.6,0,0,0,0,1.4,0,0,0.4,0.4,0.4,0,0,0,0,0,0.4,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.6,0,0,0,0,0.4,0,176765.3,11943.6,64140.53571,0.795028302,57086.30006,0.053927928
7466,7419,7487,2,0.2,5.3,0,2.3,0.2,0,0,0.8,0.2,0,0,0,0,0,0,0,0.3,0,1.2,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.7,0,0,0,0,1.7,1.3,13.9,0,0,2.6,0,0,0,0,0.3,0,0,0,0,0.7,0.2,0,1.8,0,0,18.5,25.8,0.2,0,0.7,0,0.5,0,0,5.3,2.5,0,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0.5,0,2.5,0,0,0,0,0,0,0,0,0.7,0,0,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.2,1.7,0,0.5,0,0,0,0,0,0,0.2,0.2,0.2,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153930.2,10400.7,99614.05297,1.906918023,90032.06853,0.716701804
7480,7433,7502,1.8,0,3.7,0.3,2.9,0,0,0,1.1,0.2,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,2.1,0.3,11,0,0,2.1,0,0.2,0,0,1,0,0,0,0,0.3,0,0,0.6,0,0.2,25.8,23.1,0.2,0,0.6,0,0.5,0,0,8.6,2.7,0,0,0.6,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0.2,0,1.8,0,0,0,0,0,0,0,0,0.6,0.3,0.2,0,0.2,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1.8,0,0.2,0.2,0,0,0.2,0.5,0,0,0.2,0.5,1.5,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83693.6,5655,51805.91544,0.408409253,50956.63814,-0.069383198
7493,7448,7518,1.1,0.2,5,0.2,2.4,0,0,0,1.1,0.2,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.4,0,2.2,0.6,5.7,0,0,3.1,0,0,0.2,0,0.4,0,0,0,0,0.2,0,0,0,0,0,42.1,15.8,0.2,0,0.2,0,0.6,0,0.2,2.8,5.7,0,0,0.4,0,0,0.2,0.2,0,0,0,0,0,0,0,0.2,0.2,0.9,0,0,0,0,0,0,0,0,0.4,0.2,0,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1.1,0,0.2,0.2,0,0,0.2,0,0,0,0,0.7,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140747.6,9510,82035.10245,1.355919535,76566.09562,0.445805252
7507,7462,7533,1.7,0.2,5.6,0.2,2.4,0,0,0,0.7,0.8,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0.3,0,0,0.2,0,2.2,1.5,11.2,0,0,2.5,0.5,0,0.2,0,0.3,0,0,0,0,0,0,0,0.7,0,0,36.9,18.4,0.2,0,0.7,0,1,0,0,2.4,2.7,0,0,0.3,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2,0,0.3,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0.3,0,0,0.2,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,104003.5,7027.3,65855.95724,0.848796851,62549.75586,0.163836907
7521,7476,7547,1.4,0.2,7,0.2,3.3,0,0,0,0.9,0.2,0,0,0,0,0,0,0,0.2,0,0.4,0,0,0,0,0.2,0,0.5,0,0,0,0,0.2,0.5,0,0.2,0,0,0.9,1.1,10.5,0,0,2.8,0,0,0.2,0,0.9,0,0,0,0,0.5,0.2,0,0.4,0,0,40.5,15.8,0,0,0.4,0,0.5,0,0.2,1.6,2.3,0,0,0.4,0,0,0.2,0.2,0,0,0,0.2,0,0,0,0.2,0.2,0.4,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0.2,0,0,0,0,0.2,0,0,0,1.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,133678.4,9032.3,76329.78051,1.17709067,79180.27024,0.498394909
